ProductName,QuantityOnHand,UnitCost,InventoryDate
"Road-650 Black, 44",90,$320.16,2012-05-13
"Road-650 Black, 48",87,$295.69,2012-05-13
"Road-650 Black, 48",88,$327.28,2012-05-13
"Road-650 Black, 52",90,$102.15,2012-05-13
"Road-650 Black, 52",76,$245.90,2012-05-13
"Mountain-100 Silver, 38",88,$560.73,2012-05-13
"Mountain-100 Silver, 42",81,$605.20,2012-05-13
"Mountain-100 Silver, 44",88,$485.36,2012-05-13
"Mountain-100 Silver, 48",79,$490.70,2012-05-13
"Mountain-100 Black, 38",75,$495.71,2012-05-13
"Mountain-100 Black, 42",80,$518.39,2012-05-13
"Mountain-100 Black, 44",96,$528.75,2012-05-13
"Mountain-100 Black, 48",86,$503.72,2012-05-13
"Mountain-200 Silver, 38",93,$809.00,2012-05-13
"Mountain-200 Silver, 38",88,$714.54,2012-05-13
"Mountain-200 Silver, 42",91,$741.70,2012-05-13
"Mountain-200 Silver, 42",88,$699.59,2012-05-13
"Mountain-200 Silver, 46",90,$816.67,2012-05-13
"Mountain-200 Silver, 46",88,$688.41,2012-05-13
"Mountain-200 Black, 38",98,$896.81,2012-05-13
"Mountain-200 Black, 38",88,$667.74,2012-05-13
"Mountain-200 Black, 42",96,$779.61,2012-05-13
"Mountain-200 Black, 42",88,$662.74,2012-05-13
"Mountain-200 Black, 46",96,$794.09,2012-05-13
"Mountain-200 Black, 46",88,$687.95,2012-05-13
"Mountain-300 Black, 38",99,$493.77,2012-05-13
"Mountain-300 Black, 40",84,$433.13,2012-05-13
"Mountain-300 Black, 44",100,$420.88,2012-05-13
"Mountain-300 Black, 48",92,$393.97,2012-05-13
"Road-250 Red, 44",77,$929.64,2012-05-13
"Road-250 Red, 48",91,$922.97,2012-05-13
"Road-250 Red, 52",90,$877.81,2012-05-13
"Road-250 Red, 58",78,$961.83,2012-05-13
"Road-250 Red, 58",88,$959.24,2012-05-13
"Road-250 Black, 44",85,$927.78,2012-05-13
"Road-250 Black, 44",88,$956.94,2012-05-13
"Road-250 Black, 48",86,$826.96,2012-05-13
"Road-250 Black, 48",88,$835.63,2012-05-13
"Road-250 Black, 52",85,$817.62,2012-05-13
"Road-250 Black, 52",88,$862.37,2012-05-13
"Road-250 Black, 58",91,$940.91,2012-05-13
"Road-250 Black, 58",88,$873.61,2012-05-13
"Road-550-W Yellow, 38",97,$348.62,2012-05-13
"Road-550-W Yellow, 38",88,$434.34,2012-05-13
"Road-550-W Yellow, 40",80,$404.75,2012-05-13
"Road-550-W Yellow, 40",88,$472.93,2012-05-13
"Road-550-W Yellow, 42",89,$405.68,2012-05-13
"Road-550-W Yellow, 42",88,$523.37,2012-05-13
"Road-550-W Yellow, 44",86,$405.21,2012-05-13
"Road-550-W Yellow, 44",88,$445.04,2012-05-13
"Road-550-W Yellow, 48",79,$363.08,2012-05-13
"Road-550-W Yellow, 48",88,$424.75,2012-05-13
LL Fork,458,$57.09,2012-05-13
ML Fork,438,$76.08,2012-05-13
HL Fork,414,$82.62,2012-05-13
LL Headset,425,$13.14,2012-05-13
ML Headset,376,$35.15,2012-05-13
HL Headset,449,$47.70,2012-05-13
LL Mountain Handlebars,421,$17.87,2012-05-13
LL Mountain Handlebars,438,$13.39,2012-05-13
ML Mountain Handlebars,458,$20.56,2012-05-13
ML Mountain Handlebars,438,$19.05,2012-05-13
HL Mountain Handlebars,378,$37.20,2012-05-13
HL Mountain Handlebars,438,$37.39,2012-05-13
LL Road Handlebars,427,$16.26,2012-05-13
LL Road Handlebars,438,$17.04,2012-05-13
ML Road Handlebars,438,$25.14,2012-05-13
ML Road Handlebars,438,$27.13,2012-05-13
HL Road Handlebars,455,$42.03,2012-05-13
HL Road Handlebars,438,$42.84,2012-05-13
"ML Mountain Frame - Black, 38",495,$130.26,2012-05-13
LL Mountain Front Wheel,399,$23.03,2012-05-13
ML Mountain Front Wheel,450,$77.58,2012-05-13
HL Mountain Front Wheel,456,$113.08,2012-05-13
LL Road Front Wheel,438,$32.63,2012-05-13
ML Road Front Wheel,433,$85.14,2012-05-13
HL Road Front Wheel,500,$131.33,2012-05-13
Touring Front Wheel,438,$89.68,2012-05-13
"ML Road Frame-W - Yellow, 38",426,$204.21,2012-05-13
"ML Road Frame-W - Yellow, 38",438,$226.54,2012-05-13
LL Mountain Rear Wheel,391,$35.81,2012-05-13
ML Mountain Rear Wheel,495,$88.23,2012-05-13
HL Mountain Rear Wheel,405,$141.46,2012-05-13
LL Road Rear Wheel,414,$46.98,2012-05-13
ML Road Rear Wheel,386,$117.89,2012-05-13
HL Road Rear Wheel,389,$130.65,2012-05-13
Touring Rear Wheel,438,$99.40,2012-05-13
"ML Mountain Frame - Black, 40",453,$134.86,2012-05-13
"ML Mountain Frame - Black, 44",497,$138.12,2012-05-13
"ML Mountain Frame - Black, 48",407,$147.64,2012-05-13
"ML Road Frame-W - Yellow, 40",459,$214.68,2012-05-13
"ML Road Frame-W - Yellow, 40",438,$249.73,2012-05-13
"ML Road Frame-W - Yellow, 42",438,$285.41,2012-05-13
"ML Road Frame-W - Yellow, 42",438,$354.75,2012-05-13
"ML Road Frame-W - Yellow, 44",473,$198.60,2012-05-13
"ML Road Frame-W - Yellow, 44",438,$186.86,2012-05-13
"ML Road Frame-W - Yellow, 48",387,$230.70,2012-05-13
"ML Road Frame-W - Yellow, 48",438,$248.42,2012-05-13
"HL Road Frame - Black, 62",438,$637.91,2012-05-13
"HL Road Frame - Black, 62",438,$846.47,2012-05-13
"HL Road Frame - Black, 44",387,$533.26,2012-05-13
"HL Road Frame - Black, 44",438,$538.15,2012-05-13
"HL Road Frame - Black, 48",390,$483.71,2012-05-13
"HL Road Frame - Black, 48",438,$586.22,2012-05-13
"HL Road Frame - Black, 52",438,$714.09,2012-05-13
"HL Road Frame - Black, 52",438,$943.11,2012-05-13
"Men's Sports Shorts, S",4,$23.37,2012-05-13
"Touring-Panniers, Large",4,$50.88,2012-05-13
Cable Lock,4,$9.92,2012-05-13
Minipump,4,$8.36,2012-05-13
Mountain Pump,4,$11.44,2012-05-13
Taillights - Battery-Powered,4,$5.85,2012-05-13
Headlights - Dual-Beam,4,$15.27,2012-05-13
Headlights - Weatherproof,4,$19.08,2012-05-13
"Men's Sports Shorts, M",4,$19.70,2012-05-13
"Men's Sports Shorts, L",4,$26.65,2012-05-13
"Men's Sports Shorts, XL",4,$23.83,2012-05-13
"Women's Tights, S",4,$26.79,2012-05-13
"Women's Tights, M",4,$32.34,2012-05-13
"Women's Tights, L",4,$27.50,2012-05-13
"Men's Bib-Shorts, S",4,$39.40,2012-05-13
"Men's Bib-Shorts, M",4,$31.81,2012-05-13
"Men's Bib-Shorts, L",4,$37.23,2012-05-13
"Half-Finger Gloves, S",4,$10.25,2012-05-13
"Half-Finger Gloves, S",4,$7.61,2012-05-13
"Half-Finger Gloves, M",4,$9.92,2012-05-13
"Half-Finger Gloves, M",4,$7.53,2012-05-13
"Half-Finger Gloves, L",4,$8.43,2012-05-13
"Half-Finger Gloves, L",4,$8.37,2012-05-13
"Full-Finger Gloves, S",4,$13.89,2012-05-13
"Full-Finger Gloves, M",4,$12.19,2012-05-13
"Full-Finger Gloves, L",4,$13.19,2012-05-13
"Classic Vest, S",4,$17.25,2012-05-13
"Classic Vest, M",4,$18.38,2012-05-13
"Classic Vest, L",4,$26.12,2012-05-13
"Women's Mountain Shorts, S",4,$20.97,2012-05-13
"Women's Mountain Shorts, M",4,$23.31,2012-05-13
"Women's Mountain Shorts, L",4,$21.95,2012-05-13
Water Bottle - 30 oz.,4,$1.67,2012-05-13
Mountain Bottle Cage,4,$3.98,2012-05-13
Road Bottle Cage,4,$3.44,2012-05-13
Patch Kit/8 Patches,4,$0.73,2012-05-13
"Racing Socks, M",4,$3.44,2012-05-13
"Racing Socks, L",4,$3.28,2012-05-13
Hitch Rack - 4-Bike,4,$37.20,2012-05-13
Bike Wash - Dissolver,4,$2.49,2012-05-13
Fender Set - Mountain,4,$8.68,2012-05-13
All-Purpose Bike Stand,4,$54.93,2012-05-13
Hydration Pack - 70 oz.,4,$19.46,2012-05-13
"Short-Sleeve Classic Jersey, S",4,$15.41,2012-05-13
"Short-Sleeve Classic Jersey, M",4,$29.23,2012-05-13
"Short-Sleeve Classic Jersey, L",4,$16.80,2012-05-13
"Short-Sleeve Classic Jersey, XL",4,$17.56,2012-05-13
"HL Touring Frame - Yellow, 60",438,$296.94,2012-05-13
"LL Touring Frame - Yellow, 62",438,$104.08,2012-05-13
"HL Touring Frame - Yellow, 46",438,$335.91,2012-05-13
"HL Touring Frame - Yellow, 50",438,$353.59,2012-05-13
"HL Touring Frame - Yellow, 54",438,$304.51,2012-05-13
"HL Touring Frame - Blue, 46",438,$306.43,2012-05-13
"HL Touring Frame - Blue, 50",438,$310.32,2012-05-13
"HL Touring Frame - Blue, 54",438,$312.10,2012-05-13
"HL Touring Frame - Blue, 60",438,$318.41,2012-05-13
Rear Derailleur,438,$38.76,2012-05-13
"LL Touring Frame - Blue, 50",438,$105.26,2012-05-13
"LL Touring Frame - Blue, 54",438,$119.74,2012-05-13
"LL Touring Frame - Blue, 58",438,$102.33,2012-05-13
"LL Touring Frame - Blue, 62",438,$100.23,2012-05-13
"LL Touring Frame - Yellow, 44",438,$110.42,2012-05-13
"LL Touring Frame - Yellow, 50",438,$97.69,2012-05-13
"LL Touring Frame - Yellow, 54",438,$182.14,2012-05-13
"LL Touring Frame - Yellow, 58",438,$121.98,2012-05-13
"LL Touring Frame - Blue, 44",438,$105.95,2012-05-13
"ML Mountain Frame-W - Silver, 40",438,$123.60,2012-05-13
"ML Mountain Frame-W - Silver, 42",438,$116.98,2012-05-13
"ML Mountain Frame-W - Silver, 46",438,$122.61,2012-05-13
Rear Brakes,438,$35.69,2012-05-13
LL Mountain Seat/Saddle,438,$9.11,2012-05-13
ML Mountain Seat/Saddle,438,$12.75,2012-05-13
HL Mountain Seat/Saddle,438,$17.63,2012-05-13
LL Road Seat/Saddle,438,$9.69,2012-05-13
ML Road Seat/Saddle,438,$16.56,2012-05-13
HL Road Seat/Saddle,438,$20.97,2012-05-13
LL Touring Seat/Saddle,438,$8.03,2012-05-13
ML Touring Seat/Saddle,438,$12.68,2012-05-13
HL Touring Seat/Saddle,438,$15.43,2012-05-13
